Date,Provider,Service,Cost
2026-01-22 22:47:26.340543,AWS,Storage (S3),146.89
2026-01-22 22:47:26.340543,GCP,BigQuery,132.01
2026-01-22 22:47:26.340543,Azure,Networking,252.33
2026-01-23 22:47:26.340543,AWS,Compute (EC2),345.29
2026-01-23 22:47:26.340543,AWS,Storage (S3),162.77
2026-01-23 22:47:26.340543,GCP,BigQuery,306.73
2026-01-23 22:47:26.340543,Azure,Networking,194.91
2026-01-24 22:47:26.340543,AWS,Compute (EC2),358.44
2026-01-24 22:47:26.340543,AWS,Storage (S3),108.07
2026-01-24 22:47:26.340543,GCP,BigQuery,258.88
2026-01-24 22:47:26.340543,Azure,Networking,160.45
2026-01-25 22:47:26.340543,AWS,Compute (EC2),347.36
2026-01-25 22:47:26.340543,AWS,Storage (S3),107.91
2026-01-25 22:47:26.340543,GCP,BigQuery,268.77
2026-01-25 22:47:26.340543,Azure,Networking,123.38
2026-01-26 22:47:26.340543,AWS,Compute (EC2),409.66
2026-01-26 22:47:26.340543,AWS,Storage (S3),142.11
2026-01-26 22:47:26.340543,GCP,BigQuery,196.1
2026-01-26 22:47:26.340543,Azure,Networking,198.74
2026-01-27 22:47:26.340543,AWS,Compute (EC2),446.71
2026-01-27 22:47:26.340543,AWS,Storage (S3),139.49
2026-01-27 22:47:26.340543,GCP,BigQuery,287.87
2026-01-27 22:47:26.340543,Azure,Networking,223.14
2026-01-28 22:47:26.340543,AWS,Compute (EC2),534.83
2026-01-28 22:47:26.340543,AWS,Storage (S3),153.07
2026-01-28 22:47:26.340543,GCP,BigQuery,414.52
2026-01-28 22:47:26.340543,Azure,Networking,202.91
2026-01-29 22:47:26.340543,AWS,Compute (EC2),535.35
2026-01-29 22:47:26.340543,AWS,Storage (S3),145.69
2026-01-29 22:47:26.340543,GCP,BigQuery,269.22
2026-01-29 22:47:26.340543,Azure,Networking,204.31
2026-01-30 22:47:26.340543,AWS,Compute (EC2),593.37
2026-01-30 22:47:26.340543,AWS,Storage (S3),147.52
2026-01-30 22:47:26.340543,GCP,BigQuery,266.78
2026-01-30 22:47:26.340543,Azure,Networking,248.75
2026-01-31 22:47:26.340543,AWS,Compute (EC2),390.88
2026-01-31 22:47:26.340543,AWS,Storage (S3),102.79
2026-01-31 22:47:26.340543,GCP,BigQuery,204.59
2026-01-31 22:47:26.340543,Azure,Networking,108.55
2026-02-01 22:47:26.340543,AWS,Compute (EC2),350.45
2026-02-01 22:47:26.340543,AWS,Storage (S3),102.33
2026-02-01 22:47:26.340543,GCP,BigQuery,206.58
2026-02-01 22:47:26.340543,Azure,Networking,109.01
2026-02-02 22:47:26.340543,AWS,Compute (EC2),520.09
2026-02-02 22:47:26.340543,AWS,Storage (S3),157.02
2026-02-02 22:47:26.340543,GCP,BigQuery,287.61
2026-02-02 22:47:26.340543,Azure,Networking,206.55
2026-02-03 22:47:26.340543,AWS,Compute (EC2),407.14
2026-02-03 22:47:26.340543,AWS,Storage (S3),167.13
2026-02-03 22:47:26.340543,GCP,BigQuery,265.14
2026-02-03 22:47:26.340543,Azure,Networking,212.19
2026-02-04 22:47:26.340543,AWS,Compute (EC2),493.3
2026-02-04 22:47:26.340543,AWS,Storage (S3),156.91
2026-02-04 22:47:26.340543,GCP,BigQuery,405.46
2026-02-04 22:47:26.340543,Azure,Networking,271.37
2026-02-05 22:47:26.340543,AWS,Compute (EC2),580.58
2026-02-05 22:47:26.340543,AWS,Storage (S3),151.54
2026-02-05 22:47:26.340543,GCP,BigQuery,98.28
2026-02-05 22:47:26.340543,Azure,Networking,171.4
2026-02-06 22:47:26.340543,AWS,Compute (EC2),583.88
2026-02-06 22:47:26.340543,AWS,Storage (S3),149.75
2026-02-06 22:47:26.340543,GCP,BigQuery,331.68
2026-02-06 22:47:26.340543,Azure,Networking,177.77
2026-02-07 22:47:26.340543,AWS,Compute (EC2),291.58
2026-02-07 22:47:26.340543,AWS,Storage (S3),102.68
2026-02-07 22:47:26.340543,GCP,BigQuery,205.91
2026-02-07 22:47:26.340543,Azure,Networking,150.3
2026-02-08 22:47:26.340543,AWS,Compute (EC2),354.44
2026-02-08 22:47:26.340543,AWS,Storage (S3),107.97
2026-02-08 22:47:26.340543,GCP,BigQuery,351.96
2026-02-08 22:47:26.340543,Azure,Networking,170.52
2026-02-09 22:47:26.340543,AWS,Compute (EC2),494.92
2026-02-09 22:47:26.340543,AWS,Storage (S3),151.69
2026-02-09 22:47:26.340543,GCP,BigQuery,263.11
2026-02-09 22:47:26.340543,Azure,Networking,239.91
2026-02-10 22:47:26.340543,AWS,Compute (EC2),443.75
2026-02-10 22:47:26.340543,AWS,Storage (S3),137.31
2026-02-10 22:47:26.340543,GCP,BigQuery,375.31
2026-02-10 22:47:26.340543,Azure,Networking,164.91
2026-02-11 22:47:26.340543,AWS,Compute (EC2),522.34
2026-02-11 22:47:26.340543,AWS,Storage (S3),156.24
2026-02-11 22:47:26.340543,GCP,BigQuery,334.4
2026-02-11 22:47:26.340543,Azure,Networking,241.2
2026-02-12 22:47:26.340543,AWS,Compute (EC2),510.98
2026-02-12 22:47:26.340543,AWS,Storage (S3),148.82
2026-02-12 22:47:26.340543,GCP,BigQuery,231.93
2026-02-12 22:47:26.340543,Azure,Networking,199.14
2026-02-13 22:47:26.340543,AWS,Compute (EC2),485.99
2026-02-13 22:47:26.340543,AWS,Storage (S3),146.92
2026-02-13 22:47:26.340543,GCP,BigQuery,328.17
2026-02-13 22:47:26.340543,Azure,Networking,200.82
2026-02-14 22:47:26.340543,AWS,Compute (EC2),337.33
2026-02-14 22:47:26.340543,AWS,Storage (S3),104.51
2026-02-14 22:47:26.340543,GCP,BigQuery,214.56
2026-02-14 22:47:26.340543,Azure,Networking,136.21
2026-02-15 22:47:26.340543,AWS,Compute (EC2),352.02
2026-02-15 22:47:26.340543,AWS,Storage (S3),100.84
2026-02-15 22:47:26.340543,GCP,BigQuery,153.52
2026-02-15 22:47:26.340543,Azure,Networking,153.87
2026-02-16 22:47:26.340543,AWS,Compute (EC2),526.27
2026-02-16 22:47:26.340543,AWS,Storage (S3),131.18
2026-02-16 22:47:26.340543,GCP,BigQuery,259.36
2026-02-16 22:47:26.340543,Azure,Networking,195.28
2026-02-17 22:47:26.340543,AWS,Compute (EC2),523.27
2026-02-17 22:47:26.340543,AWS,Storage (S3),152.51
2026-02-17 22:47:26.340543,GCP,BigQuery,286.82
2026-02-17 22:47:26.340543,Azure,Networking,250.26
2026-02-18 22:47:26.340543,AWS,Compute (EC2),413.08
2026-02-18 22:47:26.340543,AWS,Storage (S3),162.47
2026-02-18 22:47:26.340543,GCP,BigQuery,278.62
2026-02-18 22:47:26.340543,Azure,Networking,178.5
2026-02-19 22:47:26.340543,AWS,Compute (EC2),475.95
2026-02-19 22:47:26.340543,AWS,Storage (S3),137.31
2026-02-19 22:47:26.340543,GCP,BigQuery,314.45
2026-02-19 22:47:26.340543,Azure,Networking,219.34
2026-02-20 22:47:26.340543,AWS,Compute (EC2),499.1
2026-02-20 22:47:26.340543,AWS,Storage (S3),151.6
2026-02-20 22:47:26.340543,GCP,BigQuery,357.56
2026-02-20 22:47:26.340543,Azure,Networking,177.25
2026-02-21 22:47:26.340543,AWS,Compute (EC2),391.87
2026-02-21 22:47:26.340543,AWS,Storage (S3),93.72
2026-02-21 22:47:26.340543,GCP,BigQuery,92.48
2026-02-21 22:47:26.340543,Azure,Networking,136.18
2026-02-22 22:47:26.340543,AWS,Compute (EC2),333.08
2026-02-22 22:47:26.340543,AWS,Storage (S3),101.65
2026-02-22 22:47:26.340543,GCP,BigQuery,176.01
2026-02-22 22:47:26.340543,Azure,Networking,152.89
2026-02-23 22:47:26.340543,AWS,Compute (EC2),503.14
2026-02-23 22:47:26.340543,AWS,Storage (S3),131.29
2026-02-23 22:47:26.340543,GCP,BigQuery,296.26
2026-02-23 22:47:26.340543,Azure,Networking,202.4
2026-02-24 22:47:26.340543,AWS,Compute (EC2),488.94
2026-02-24 22:47:26.340543,AWS,Storage (S3),158.31
2026-02-24 22:47:26.340543,GCP,BigQuery,316.07
2026-02-24 22:47:26.340543,Azure,Networking,258.22
2026-02-25 22:47:26.340543,AWS,Compute (EC2),466.77
2026-02-25 22:47:26.340543,AWS,Storage (S3),157.36
2026-02-25 22:47:26.340543,GCP,BigQuery,356.19
2026-02-25 22:47:26.340543,Azure,Networking,198.6
2026-02-26 22:47:26.340543,AWS,Compute (EC2),2118.105
2026-02-26 22:47:26.340543,AWS,Storage (S3),163.99
2026-02-26 22:47:26.340543,GCP,BigQuery,218.24
2026-02-26 22:47:26.340543,Azure,Networking,176.68
2026-02-27 22:47:26.340543,AWS,Compute (EC2),492.45
2026-02-27 22:47:26.340543,AWS,Storage (S3),146.63
2026-02-27 22:47:26.340543,GCP,BigQuery,346.32
2026-02-27 22:47:26.340543,Azure,Networking,223.01
2026-02-28 22:47:26.340543,AWS,Compute (EC2),426.46
2026-02-28 22:47:26.340543,AWS,Storage (S3),99.87
2026-02-28 22:47:26.340543,GCP,BigQuery,161.2
2026-02-28 22:47:26.340543,Azure,Networking,128.85
2026-03-01 22:47:26.340543,AWS,Compute (EC2),395.08
2026-03-01 22:47:26.340543,AWS,Storage (S3),99.64
2026-03-01 22:47:26.340543,GCP,BigQuery,171.31
2026-03-01 22:47:26.340543,Azure,Networking,161.34
2026-03-02 22:47:26.340543,AWS,Compute (EC2),546.51
2026-03-02 22:47:26.340543,AWS,Storage (S3),142.96
2026-03-02 22:47:26.340543,GCP,BigQuery,311.47
2026-03-02 22:47:26.340543,Azure,Networking,185.89
2026-03-03 22:47:26.340543,AWS,Compute (EC2),420.35
2026-03-03 22:47:26.340543,AWS,Storage (S3),154.2
2026-03-03 22:47:26.340543,GCP,BigQuery,427.12
2026-03-03 22:47:26.340543,Azure,Networking,207.9
2026-03-04 22:47:26.340543,AWS,Compute (EC2),460.67
2026-03-04 22:47:26.340543,AWS,Storage (S3),156.51
2026-03-04 22:47:26.340543,GCP,BigQuery,90.8
2026-03-04 22:47:26.340543,Azure,Networking,208.31
2026-03-05 22:47:26.340543,AWS,Compute (EC2),567.22
2026-03-05 22:47:26.340543,AWS,Storage (S3),154.76
2026-03-05 22:47:26.340543,GCP,BigQuery,322.01
2026-03-05 22:47:26.340543,Azure,Networking,220.37
2026-03-06 22:47:26.340543,AWS,Compute (EC2),427.76
2026-03-06 22:47:26.340543,AWS,Storage (S3),147.85
2026-03-06 22:47:26.340543,GCP,BigQuery,195.83
2026-03-06 22:47:26.340543,Azure,Networking,177.02
2026-03-07 22:47:26.340543,AWS,Compute (EC2),370.24
2026-03-07 22:47:26.340543,AWS,Storage (S3),103.04
2026-03-07 22:47:26.340543,GCP,BigQuery,206.53
2026-03-07 22:47:26.340543,Azure,Networking,167.88
2026-03-08 22:47:26.340543,AWS,Compute (EC2),400.8
2026-03-08 22:47:26.340543,AWS,Storage (S3),105.98
2026-03-08 22:47:26.340543,GCP,BigQuery,220.97
2026-03-08 22:47:26.340543,Azure,Networking,148.33
2026-03-09 22:47:26.340543,AWS,Compute (EC2),583.95
2026-03-09 22:47:26.340543,AWS,Storage (S3),148.03
2026-03-09 22:47:26.340543,GCP,BigQuery,160.62
2026-03-09 22:47:26.340543,Azure,Networking,160.12
2026-03-10 22:47:26.340543,AWS,Compute (EC2),496.14
2026-03-10 22:47:26.340543,AWS,Storage (S3),146.3
2026-03-10 22:47:26.340543,GCP,BigQuery,347.92
2026-03-10 22:47:26.340543,Azure,Networking,204.62
2026-03-11 22:47:26.340543,AWS,Compute (EC2),569.93
2026-03-11 22:47:26.340543,AWS,Storage (S3),149.24
2026-03-11 22:47:26.340543,GCP,BigQuery,199.59
2026-03-11 22:47:26.340543,Azure,Networking,134.02
2026-03-12 22:47:26.340543,AWS,Compute (EC2),392.71
2026-03-12 22:47:26.340543,AWS,Storage (S3),134.69
2026-03-12 22:47:26.340543,GCP,BigQuery,250.02
2026-03-12 22:47:26.340543,Azure,Networking,197.41
2026-03-13 22:47:26.340543,AWS,Compute (EC2),520.47
2026-03-13 22:47:26.340543,AWS,Storage (S3),175.69
2026-03-13 22:47:26.340543,GCP,BigQuery,331.595
2026-03-13 22:47:26.340543,Azure,Networking,194.1
2026-03-14 22:47:26.340543,AWS,Compute (EC2),333.63
2026-03-14 22:47:26.340543,AWS,Storage (S3),100.32
2026-03-14 22:47:26.340543,GCP,BigQuery,226.51853333333332
2026-03-14 22:47:26.340543,Azure,Networking,118.51
2026-03-15 22:47:26.340543,AWS,Compute (EC2),402.95
2026-03-15 22:47:26.340543,AWS,Storage (S3),100.23
2026-03-15 22:47:26.340543,GCP,BigQuery,273.03066666666666
2026-03-15 22:47:26.340543,Azure,Networking,154.68
2026-03-16 22:47:26.340543,AWS,Compute (EC2),488.59
2026-03-16 22:47:26.340543,AWS,Storage (S3),167.81
2026-03-16 22:47:26.340543,GCP,BigQuery,348.67080000000004
2026-03-16 22:47:26.340543,Azure,Networking,185.79
2026-03-17 22:47:26.340543,AWS,Compute (EC2),418.75
2026-03-17 22:47:26.340543,AWS,Storage (S3),139.22
2026-03-17 22:47:26.340543,GCP,BigQuery,396.1793333333333
2026-03-17 22:47:26.340543,Azure,Networking,182.79
2026-03-18 22:47:26.340543,AWS,Compute (EC2),495.02
2026-03-18 22:47:26.340543,AWS,Storage (S3),167.82
2026-03-18 22:47:26.340543,GCP,BigQuery,503.464
2026-03-18 22:47:26.340543,Azure,Networking,192.96
2026-03-19 22:47:26.340543,AWS,Compute (EC2),555.06
2026-03-19 22:47:26.340543,AWS,Storage (S3),178.19
2026-03-19 22:47:26.340543,GCP,BigQuery,599.0774
2026-03-19 22:47:26.340543,Azure,Networking,220.55
2026-03-20 22:47:26.340543,AWS,Compute (EC2),536.7
2026-03-20 22:47:26.340543,AWS,Storage (S3),138.0
2026-03-20 22:47:26.340543,GCP,BigQuery,416.80240000000003
2026-03-20 22:47:26.340543,Azure,Networking,169.01
2026-03-21 22:47:26.340543,AWS,Compute (EC2),373.49
2026-03-21 22:47:26.340543,AWS,Storage (S3),111.15
2026-03-21 22:47:26.340543,GCP,BigQuery,254.59993333333335
2026-03-21 22:47:26.340543,Azure,Networking,120.67
2026-03-22 22:47:26.340543,AWS,Compute (EC2),324.97
2026-03-22 22:47:26.340543,AWS,Storage (S3),109.66
2026-03-22 22:47:26.340543,GCP,BigQuery,329.121
2026-03-22 22:47:26.340543,Azure,Networking,143.46
2026-03-23 22:47:26.340543,AWS,Compute (EC2),584.19
2026-03-23 22:47:26.340543,AWS,Storage (S3),141.05
2026-03-23 22:47:26.340543,GCP,BigQuery,772.4226666666666
2026-03-23 22:47:26.340543,Azure,Networking,199.53
2026-03-24 22:47:26.340543,AWS,Compute (EC2),493.36
2026-03-24 22:47:26.340543,AWS,Storage (S3),144.1
2026-03-24 22:47:26.340543,GCP,BigQuery,643.9546666666668
2026-03-24 22:47:26.340543,Azure,Networking,224.71
2026-03-25 22:47:26.340543,AWS,Compute (EC2),480.78
2026-03-25 22:47:26.340543,AWS,Storage (S3),144.79
2026-03-25 22:47:26.340543,GCP,BigQuery,701.3645999999999
2026-03-25 22:47:26.340543,Azure,Networking,202.98
2026-03-26 22:47:26.340543,AWS,Compute (EC2),489.46
2026-03-26 22:47:26.340543,AWS,Storage (S3),156.27
2026-03-26 22:47:26.340543,GCP,BigQuery,614.0974666666666
2026-03-26 22:47:26.340543,Azure,Networking,215.82
2026-03-27 22:47:26.340543,AWS,Compute (EC2),507.82
2026-03-27 22:47:26.340543,AWS,Storage (S3),184.41
2026-03-27 22:47:26.340543,GCP,BigQuery,768.1839333333334
2026-03-27 22:47:26.340543,Azure,Networking,193.79
2026-03-28 22:47:26.340543,AWS,Compute (EC2),384.54
2026-03-28 22:47:26.340543,AWS,Storage (S3),101.94
2026-03-28 22:47:26.340543,GCP,BigQuery,530.9749999999999
2026-03-28 22:47:26.340543,Azure,Networking,133.12
